Region,Month,Slope,Intercept,Std Coef,Std Intercept,Slope in Original Units,Intercept in Original Units,Std Coef in Original Units,Std Intercept in Original Units,R-Value,P-Value
VA,Sep,0.38817152752979744,-4.2377778835445425e-16,0.14392773129079978,0.14392773129079978,[2.97281302],[21.82726118],[1.10227104],[15.85765063],0.38817152752979756,0.010107182773335055
VA,Oct,0.22854992445840389,1.3958665311956076e-15,0.15204018499854455,0.15204018499854455,[1.7742182],[17.45675921],[1.18027807],[16.97988658],0.22854992445840394,0.1404464726364445
VA,Nov,0.1903026763493885,2.8098569864934464e-16,0.15331975922921315,0.15331975922921315,[1.84784618],[11.23866625],[1.48874066],[21.41753554],0.19030267634938855,0.22158139411651012
VA,Dec,0.19786970708589005,8.50198230266438e-16,0.15308594581251028,0.15308594581251028,[2.70953278],[5.28197745],[2.09628545],[30.15788416],0.19786970708589005,0.203407342334436
WA,Jan,0.28223915371752906,1.3010712572847944e-15,0.1498243736161885,0.1498243736161885,[2.21161048],[-2.35036231],[1.17401555],[16.88979186],0.2822391537175291,0.06669727087658985
WA,Feb,0.14291139182905296,5.717789084431406e-16,0.1545707142682663,0.1545707142682663,[1.31606541],[1.82017835],[1.42343565],[20.47803532],0.14291139182905296,0.36059974302149156
WA,Mar,0.022802998359633012,1.4282898643558624e-16,0.15613315324769608,0.15613315324769608,[0.19043343],[7.63447808],[1.30390622],[18.75844373],0.022802998359633012,0.8845988925695587
WA,Apr,0.16686552872554605,1.5913893924874892e-15,0.15398415307467667,0.15398415307467667,[1.41951952],[9.96045307],[1.30993808],[18.84522017],0.16686552872554608,0.28484996738505935
WA,May,0.21752623495046863,-1.6999957583695468e-16,0.15243409908421546,0.15243409908421546,[1.92571543],[14.52187895],[1.34946802],[19.41391142],0.21752623495046872,0.16114645728397217
WA,Jun,0.14247768715031014,6.885853416236527e-17,0.15458047936776573,0.15458047936776573,[1.29238072],[19.388197],[1.40216223],[20.17198853],0.14247768715031017,0.36207429524960555
WA,Jul,0.41318669888813,1.5096304010102373e-15,0.1422190642654312,0.1422190642654312,[3.91117323],[20.10656029],[1.34622774],[19.3672957],0.4131866988881302,0.005889872111179525
WA,Aug,0.48161541300513183,4.1844748037785616e-15,0.13686797929034333,0.13686797929034333,[3.31636955],[19.4200527],[0.94246319],[13.5585999],0.48161541300513194,0.0010760795048532122
WA,Sep,0.25948632828177476,4.60069261360985e-16,0.1508243078547825,0.1508243078547825,[2.45039809],[18.24355047],[1.42427387],[20.49009414],0.2594863282817748,0.09289017723508174
WA,Oct,0.07098802516019494,6.212867470884111e-16,0.15577976169343938,0.15577976169343938,[0.62640404],[13.23782917],[1.37461314],[19.77565781],0.07098802516019495,0.6510138832690482
WA,Nov,0.40924098128946496,2.048864070900101e-15,0.14249705339129248,0.14249705339129248,[3.40493824],[0.02280578],[1.18559403],[17.0563639],0.4092409812894651,0.006430787877793485
WA,Dec,0.22979470561541446,1.1680269324743886e-15,0.15199441527538265,0.15199441527538265,[1.78155275],[-2.12228829],[1.17838254],[16.95261681],0.2297947056154145,0.13823900277672402
TN,Jan,0.3343873788046972,1.4946956602504399e-15,0.14718373128020637,0.14718373128020637,[3.57722192],[2.73476011],[1.57454768],[22.65198489],0.3343873788046972,0.028406197660784026
TN,Feb,0.17771492531440516,8.008953879858e-17,0.1536877897398945,0.1536877897398945,[2.03353514],[7.52379057],[1.7586003],[25.29982928],0.1777149253144052,0.2542367541086801
TN,Mar,0.22480196268485678,2.1517969934295108e-16,0.1521764121952237,0.1521764121952237,[2.11138482],[12.02200136],[1.42927118],[20.56198718],0.22480196268485683,0.14725058459169355
TN,Apr,0.2878039589719272,1.8267061601261846e-15,0.1495659477026679,0.1495659477026679,[2.06323653],[16.18001781],[1.07222266],[15.42536428],0.28780395897192723,0.06128158262809893
TN,May,0.1828552082586805,5.766282473851335e-16,0.15354064948479137,0.15354064948479137,[1.24641236],[22.33651538],[1.0465929],[15.05664574],0.18285520825868054,0.24053279260722188
TN,Jun,0.19564939847675825,4.715909084532261e-15,0.15315553332221388,0.15315553332221388,[1.24551931],[26.75581675],[0.97500006],[14.02668646],0.1956493984767583,0.20862796659453575
TN,Jul,0.0418698208760827,4.543828144305234e-15,0.1560368091423056,0.1560368091423056,[0.31355237],[31.43626801],[1.1685197],[16.81072666],0.04186982087608271,0.7897885563079918
TN,Aug,0.08750731409901005,-4.223848007409594e-15,0.1555746601395642,0.1555746601395642,[0.70971375],[30.97267865],[1.26176283],[18.15215436],0.08750731409901005,0.5768531610716472
TN,Sep,0.3558879298828842,2.602230908656112e-15,0.14594885350059594,0.14594885350059594,[2.80427105],[23.73910265],[1.15002536],[16.54466074],0.35588792988288426,0.01917006598121015
TN,Oct,0.26292477832010364,3.659000062010072e-16,0.150678996622146,0.150678996622146,[1.99312249],[18.66193468],[1.14223429],[16.43257563],0.26292477832010364,0.08848871151062764
TN,Nov,0.1849471404127167,-5.728641890886305e-16,0.1534795255474559,0.1534795255474559,[1.86958464],[12.74898093],[1.55148635],[22.32021666],0.1849471404127167,0.23510194474207233
TN,Dec,0.25406768225133647,9.659473227472343e-16,0.15104914503398684,0.15104914503398684,[3.23985175],[6.03462275],[1.9261672],[27.71050443],0.25406768225133647,0.10016745992998721
AR,Jan,0.34826680295195334,8.044197012609127e-16,0.146396574160372,0.146396574160372,[3.52551373],[4.55696184],[1.48197625],[21.32022055],0.34826680295195334,0.022101856722870995
AR,Feb,0.07309287926044424,6.972402315583738e-16,0.1557560186365137,0.1557560186365137,[0.84784624],[11.08245282],[1.80670341],[25.99185716],0.07309287926044424,0.6413569812561237
AR,Mar,0.1280814502083395,2.0321821429189962e-15,0.15488746049108928,0.15488746049108928,[1.06896979],[15.58187784],[1.29269318],[18.59712903],0.12808145020833953,0.41306235015705395
AR,Apr,0.15004160176605488,7.390738729031098e-16,0.15440582556774055,0.15440582556774055,[1.10675358],[20.15957136],[1.13894545],[16.38526132],0.1500416017660549,0.3368804356834989
AR,May,0.08748678812176952,1.065106814313938e-15,0.15557494170163375,0.15557494170163375,[0.59570767],[25.62684218],[1.05932779],[15.23985431],0.08748678812176953,0.5769428841297656
AR,Jun,0.16044460820265571,6.525158451373901e-16,0.15415050672754352,0.15415050672754352,[1.20769691],[29.56826057],[1.16032001],[16.69276314],0.16044460820265574,0.30405305229580726
AR,Jul,-0.04025545274045477,-5.136534101564014e-16,0.15604717067672594,0.15604717067672594,[-0.34615445],[35.41997522],[1.34184114],[19.30418848],-0.04025545274045478,0.7977207521122858
AR,Aug,-0.08647922839811956,3.661927707170815e-15,0.15558868093632017,0.15558868093632017,[-0.79505238],[36.11137858],[1.4304146],[20.57843689],-0.08647922839811957,0.5813548880931911
AR,Sep,0.2707064717886737,1.1270574315713163e-15,0.15034253622423302,0.15034253622423302,[2.18732876],[27.10934409],[1.21477906],[17.47622975],0.27070647178867374,0.07912578460881943
AR,Oct,0.19763943841445905,6.148122383471962e-16,0.15309320072069738,0.15309320072069738,[1.53821801],[21.46939854],[1.19151684],[17.14157139],0.1976394384144591,0.20394447702747176
AR,Nov,0.32381625746942583,1.626296148226404e-15,0.14775911769964625,0.14775911769964625,[3.24231459],[12.20563689],[1.47948577],[21.28439153],0.32381625746942583,0.03415138210706289
AR,Dec,0.3356534244219607,1.9292164895384194e-15,0.14711342717596787,0.14711342717596787,[4.00023187],[6.32442453],[1.75326029],[25.22300604],0.3356534244219608,0.02777536448947954
NC,Jan,0.3430364163450426,1.4859418254438129e-15,0.14669746677290996,0.14669746677290996,[3.36117294],[4.25651697],[1.43738546],[20.67872196],0.3430364163450427,0.024323982738792726
NC,Feb,0.2201139126743127,9.368382291270372e-16,0.15234347148332403,0.15234347148332403,[2.33599807],[8.27965746],[1.6167722],[23.25944143],0.2201139126743127,0.15609906916433164
NC,Mar,0.25471831775718884,1.6874088477305025e-15,0.15102241624914636,0.15102241624914636,[2.10759487],[12.12427987],[1.24959238],[17.97706618],0.2547183177571889,0.09927122360267816
NC,Apr,0.3287964999566107,2.186311230044927e-15,0.14749062488736506,0.14749062488736506,[2.36921047],[16.05024932],[1.06277388],[15.28943093],0.3287964999566107,0.031335761678875154
NC,May,0.14587771905177274,2.693721910176004e-16,0.15450311316496076,0.15450311316496076,[0.95840724],[23.38645138],[1.01507552],[14.6032259],0.1458777190517728,0.3506120861238696
NC,Jun,0.09957530834391293,-1.9972900369272043e-15,0.15539758277055682,0.15539758277055682,[0.69181347],[28.39332765],[1.07964658],[15.53216738],0.09957530834391295,0.5252326863552392
NC,Jul,0.15429297234116932,2.6376287869136555e-15,0.1543036030660783,0.1543036030660783,[1.04372366],[29.76414362],[1.04379557],[15.01640236],0.1542929723411693,0.3232090412621108
NC,Aug,0.3258601137712768,5.5142157665672874e-15,0.14764948491753677,0.14764948491753677,[2.39285709],[26.4945507],[1.0842202],[15.59796495],0.3258601137712768,0.03297167448475939
NC,Sep,0.37570588515473374,9.986302841515438e-16,0.14473230865055478,0.14473230865055478,[2.63276024],[22.54209189],[1.01421214],[14.59080492],0.37570588515473385,0.013036238322346894
NC,Oct,0.29183457109174815,1.4234201487217595e-15,0.14937533207357276,0.14937533207357276,[2.07131885],[18.19590287],[1.06020318],[15.25244796],0.29183457109174815,0.05758252476920095
NC,Nov,0.14745459732116836,1.3017693650315844e-15,0.15446659925715192,0.15446659925715192,[1.23504737],[14.33877677],[1.29377836],[18.61274082],0.14745459732116836,0.34537218298068106
NC,Dec,0.23725675088592407,1.8261470697505413e-15,0.1517145292782576,0.1517145292782576,[3.09883144],[7.96036482],[1.9815569],[28.50735975],0.23725675088592407,0.12554255877009032
IA,Jan,0.24197394186558133,1.115920747694823e-15,0.15153270688228976,0.15153270688228976,[3.08754838],[-5.34503344],[1.93353284],[27.81646903],0.24197394186558138,0.11798060419404198
IA,Feb,0.01401419892154084,7.976495031879032e-17,0.1561584250461446,0.1561584250461446,[0.21294475],[1.03360776],[2.37281614],[34.13614985],0.014014198921540844,0.9289280503500098
IA,Mar,0.10298388645440168,8.710262543670562e-16,0.15534338981523005,0.15534338981523005,[1.22637137],[7.38085541],[1.8498883],[26.61312983],0.10298388645440168,0.5110768657116508
IA,Apr,0.12468157777456768,4.885760769475951e-17,0.15495510791002,0.15495510791002,[1.26400185],[14.30048747],[1.57091004],[22.59965263],0.12468157777456772,0.4256744195564085
IA,May,0.004315836606411083,-1.3472350901333504e-16,0.15617230740079202,0.15617230740079202,[0.03505276],[22.0730937],[1.26841456],[18.24784853],0.004315836606411084,0.9780872678153062
IA,Jun,0.3634403293261787,2.9783769165146215e-15,0.14549420632327922,0.14549420632327922,[3.05130952],[21.96773166],[1.22151512],[17.57313696],0.36344032932617876,0.016594654456876298
IA,Jul,0.1837524584815229,-9.683224383347958e-16,0.15351452096264423,0.15351452096264423,[2.0717498],[27.05075099],[1.73082679],[24.90027],0.18375245848152297,0.23819311921944514
IA,Aug,0.19021501381832487,8.951393899707265e-17,0.15332241244833686,0.15332241244833686,[1.75763764],[26.07705398],[1.41674013],[20.3817112],0.19021501381832487,0.22179829279858768
IA,Sep,0.5270721057557555,3.62773030124782e-15,0.13271967480868008,0.13271967480868008,[4.61640472],[17.11220066],[1.16243627],[16.72320835],0.5270721057557556,0.0002819663164856419
IA,Oct,0.1052873875227737,-1.8001601599777384e-15,0.15530572257361575,0.15530572257361575,[0.88706959],[15.24228091],[1.30848516],[18.82431797],0.10528738752277372,0.501620337884628
IA,Nov,0.3900987213013486,1.3570769391905535e-15,0.1438005892011957,0.1438005892011957,[5.54644312],[2.22656574],[2.04456396],[29.413801],0.3900987213013486,0.009709006923353353
IA,Dec,0.3458831802735956,1.5859156950362897e-15,0.14653434006950533,0.14653434006950533,[4.98749733],[-4.92972805],[2.11296666],[30.39786578],0.34588318027359566,0.023092492857578837
NV,Jan,0.23409585149981246,1.050017135043008e-15,0.15183424308577007,0.15183424308577007,[2.23153669],[2.34560246],[1.44737159],[20.82238587],0.23409585149981252,0.13080943857732583
NV,Feb,0.1289524659484708,8.873053927228748e-16,0.15486983216644748,0.15486983216644748,[1.22478533],[6.23007861],[1.47094744],[21.16155617],0.12895246594847082,0.409865906886972
NV,Mar,0.2212770042579641,2.0292654681049754e-15,0.15230236993388693,0.15230236993388693,[2.17235687],[9.28598222],[1.49520778],[21.5105739],0.22127700425796418,0.1538684143117852
NV,Apr,0.07445041895114882,1.1022298297323127e-15,0.1557403354177996,0.1557403354177996,[0.74584202],[15.82720337],[1.56020192],[22.44560193],0.07445041895114884,0.6351594222382971
NV,May,-0.02585566508805032,2.805237563183449e-16,0.15612155087739263,0.15612155087739263,[-0.26306557],[22.4760628],[1.58844127],[22.85186289],-0.02585566508805033,0.8692759278838511
NV,Jun,0.31358466219572173,1.7046194117706237e-15,0.14829639566328584,0.14829639566328584,[3.20885229],[23.98798577],[1.51748885],[21.83111701],0.3135846621957218,0.04059058403911301
NV,Jul,0.5942956974781727,5.50170711012304e-15,0.12560221995464463,0.12560221995464463,[4.4022923],[24.16277013],[0.93040836],[13.38517495],0.5942956974781728,2.648141267564878e-05
NV,Aug,0.4624494062685114,6.738687964634656e-15,0.13847078996738885,0.13847078996738885,[2.65044115],[24.98419597],[0.7936191],[11.41727753],0.4624494062685114,0.0017949354541946336
NV,Sep,0.49634536787278105,4.904030170542386e-15,0.13557837044120827,0.13557837044120827,[3.91741226],[19.65054605],[1.07005405],[15.39416592],0.49634536787278116,0.0007114198099373758
NV,Oct,0.288299710044617,-3.087993049874801e-16,0.14954265866530378,0.14954265866530378,[2.77817002],[15.15379771],[1.4410522],[20.73147296],0.288299710044617,0.06081664822876123
NV,Nov,0.43238402167768114,2.570243365117544e-15,0.14082025022388614,0.14082025022388614,[4.79553481],[4.84904437],[1.56182555],[22.46895999],0.43238402167768125,0.0037839142184552923
NV,Dec,0.10522595438842183,6.498530228620272e-17,0.15530673807277645,0.15530673807277645,[0.7656662],[3.80782455],[1.13007404],[16.25763422],0.10522595438842186,0.5018713751868664
MP,Jan,0.3271825549311663,4.2693184784676124e-16,0.14757813769518305,0.14757813769518305,[0.69817231],[22.69920452],[0.31491584],[4.53048771],0.3271825549311663,0.03222641452628734
MP,Feb,0.4069049481879963,4.790255443257366e-15,0.14266012510894754,0.14266012510894754,[1.03393907],[21.19181319],[0.36249713],[5.21500855],0.4069049481879965,0.006770892628142913
MP,Mar,0.45027338723434857,2.7417225535598834e-15,0.13944610609859687,0.13944610609859687,[1.10031619],[20.77657669],[0.34075922],[4.90227944],0.45027338723434857,0.0024475270557447475
MP,Apr,0.5333722544489657,5.952526650041756e-15,0.132104359908852,0.132104359908852,[1.08636167],[20.22351481],[0.26906745],[3.87089699],0.5333722544489659,0.00023065937902085528
MP,May,0.5451161566553132,4.9566306507772955e-15,0.13092991755537417,0.13092991755537417,[1.06932139],[20.63578218],[0.2568373],[3.69494981],0.5451161566553132,0.0001569342050092264
MP,Jun,0.6604059174937713,7.096792204281772e-15,0.11727225194634106,0.11727225194634106,[1.34854376],[19.36293713],[0.23946903],[3.44508388],0.6604059174937714,1.4452062684622867e-06
MP,Jul,0.6637689554217528,-8.678460154065146e-15,0.1168082412121715,0.1168082412121715,[1.16425519],[19.26742258],[0.20488244],[2.94750926],0.6637689554217531,1.2227488041887843e-06
MP,Aug,0.7823650195339967,-7.034049272257922e-15,0.09726817043987813,0.09726817043987813,[1.45295909],[17.44644519],[0.18064033],[2.59875392],0.782365019533997,5.78321931893952e-10
MP,Sep,0.6102846093725024,9.253155637533566e-15,0.12371807994960117,0.12371807994960117,[1.04096055],[19.96010401],[0.21102554],[3.0358861],0.6102846093725024,1.391660147020887e-05
MP,Oct,0.662313704205247,-7.118046637847325e-15,0.1170095427859359,0.1170095427859359,[0.96046645],[19.227154],[0.16968355],[2.44112596],0.6623137042052472,1.3148044762254408e-06
MP,Nov,0.6722679255885833,9.150689201638058e-15,0.11561667491187681,0.11561667491187681,[1.31064251],[19.01823655],[0.22540437],[3.24274488],0.6722679255885834,7.938674808155533e-07
MP,Dec,0.6332402278625008,-3.1646186217570883e-16,0.12087151148310726,0.12087151148310726,[1.42093177],[19.04944757],[0.27122435],[3.90192691],0.6332402278625008,5.184137685303067e-06
WI,Jan,0.30491678664898425,1.5633727320676191e-15,0.1487366106472139,0.1487366106472139,[3.82148493],[-9.93414485],[1.86409781],[26.81755285],0.30491678664898436,0.046791574985176755
WI,Feb,0.06229464202909165,7.972406031650709e-17,0.15587044163338665,0.15587044163338665,[0.87507155],[-4.0777105],[2.18955893],[31.49974848],0.062294642029091664,0.6914839749016831
WI,Mar,0.13266129436103163,8.181627607504319e-16,0.15479340921389348,0.15479340921389348,[1.74758617],[2.40082263],[2.03913902],[29.33575587],0.13266129436103166,0.3964147566365218
WI,Apr,0.011532505705018367,7.923814068390163e-16,0.15616337609056738,0.15616337609056738,[0.11164399],[11.95147056],[1.51178786],[21.74910054],0.011532505705018369,0.9414896812275788
WI,May,-0.07100918440810465,-1.871032120316248e-15,0.1557795264836044,0.1557795264836044,[-0.59538153],[19.88373903],[1.30614446],[18.79064379],-0.07100918440810464,0.650916521796846
WI,Jun,0.2827616658645668,1.681766195417582e-15,0.14980034194476383,0.14980034194476383,[2.12233091],[19.7310744],[1.12435996],[16.17542949],0.2827616658645668,0.0661731580574572
WI,Jul,0.2239070640917287,2.380446228077794e-15,0.1522085881562938,0.1522085881562938,[1.9927889],[23.38482597],[1.35466733],[19.48871055],0.2239070640917287,0.1489104864437214
WI,Aug,0.16330085991963803,1.0699481563640293e-15,0.15407733480693217,0.15407733480693217,[1.12916419],[23.44573931],[1.06538697],[15.32702376],0.16330085991963805,0.2954109999539703
WI,Sep,0.5152177462083899,-8.29892856942503e-16,0.1338501778010196,0.1338501778010196,[3.85805917],[14.04422505],[1.00229837],[14.41940935],0.51521774620839,0.0004071674587004845
WI,Oct,0.08598383023935521,7.069350283294002e-16,0.1555953774579351,0.1555953774579351,[0.76081942],[12.44549395],[1.37677031],[19.8066916],0.08598383023935523,0.5835297443492635
WI,Nov,0.3434420326557252,1.410543421528003e-15,0.1466743173526335,0.1466743173526335,[4.55504868],[-0.12484609],[1.94533165],[27.98621076],0.3434420326557253,0.024145238848901046
WI,Dec,0.33571110795646425,1.586737272884312e-15,0.147110216852224,0.147110216852224,[4.56560179],[-7.7179128],[2.00066859],[28.78230706],0.33571110795646425,0.02774690175619381
ME,Jan,0.3496549561375767,1.922428057883622e-15,0.1463158471026851,0.1463158471026851,[3.68675233],[-10.52043111],[1.54275031],[22.19453699],0.3496549561375767,0.02154151430125608
ME,Feb,0.18260032084929328,1.0814909210526307e-15,0.15354804784089454,0.15354804784089454,[1.95115923],[-6.60297901],[1.64072379],[23.60401727],0.18260032084929328,0.24120027142398046
ME,Mar,0.16733162630355153,8.26741535339966e-16,0.15397181614436886,0.15397181614436886,[1.53236581],[-1.41822224],[1.41002123],[20.28505084],0.16733162630355153,0.2834874775522247
ME,Apr,0.07958766372446249,3.8525473939879706e-16,0.1556783585209505,0.1556783585209505,[0.50295221],[7.91637581],[0.98380541],[14.15336325],0.0795876637244625,0.6119312961703955
ME,May,0.05897182209221802,1.091780262142842e-15,0.15590196452079122,0.15590196452079122,[0.41327679],[15.38150591],[1.09256695],[15.71804428],0.05897182209221802,0.707187328429496
ME,Jun,0.26046908599581237,6.205714195293846e-15,0.15078298532792941,0.15078298532792941,[1.3722628],[17.27230263],[0.7943894],[11.4283594],0.2604690859958124,0.09161526216349854
ME,Jul,0.44374064440883026,1.3453270736933362e-15,0.1399559373604069,0.1399559373604069,[2.17107149],[17.60728682],[0.68475662],[9.85114452],0.4437406444088304,0.002877360044032716
ME,Aug,0.512250299122432,4.792542440446403e-15,0.13412768134741476,0.13412768134741476,[2.65038591],[16.20892468],[0.69397737],[9.98379737],0.512250299122432,0.00044546563141562506
ME,Sep,0.5897183378555895,3.5128737856442595e-15,0.12612733422596126,0.12612733422596126,[3.72972193],[10.81106307],[0.79770266],[11.47602499],0.5897183378555895,3.163827245509295e-05
ME,Oct,0.3184697975732819,2.383280325552776e-15,0.14804226390885586,0.14804226390885586,[2.39258244],[7.75308563],[1.11220381],[16.00054681],0.318469797573282,0.03740241952897043
ME,Nov,0.22968703130586965,9.55806237067539e-16,0.15199838475151847,0.15199838475151847,[1.81554037],[1.43868958],[1.20145749],[17.284581],0.22968703130586965,0.13842892694311396
ME,Dec,0.23210172787789424,8.948096292731618e-16,0.15190889342099945,0.15190889342099945,[2.6008555],[-5.36901079],[1.70224102],[24.48902527],0.23210172787789432,0.13421600436217213
FL,Jan,0.12990383085213214,-9.284930924783525e-16,0.15485043883711574,0.15485043883711574,[1.00749676],[18.08465162],[1.20097547],[17.2776466],0.12990383085213217,0.40639083373152474
FL,Feb,0.213578864859967,-8.184540819593208e-16,0.1525701812509716,0.1525701812509716,[1.87188174],[18.65075016],[1.33717977],[19.23712843],0.21357886485996705,0.1690730092188426
FL,Mar,0.3211258538594602,3.921412218027987e-16,0.14790225727453665,0.14790225727453665,[2.77866451],[19.5477201],[1.27978096],[18.41136942],0.32112585385946024,0.035757006261789924
FL,Apr,0.40951239065784273,9.011821053529693e-16,0.14247803441298504,0.14247803441298504,[2.98932951],[21.25911623],[1.04005105],[14.96253244],0.4095123906578429,0.006392249458100886
FL,May,0.2910387525792663,-1.2254739350588662e-15,0.14941319728966249,0.14941319728966249,[1.54792775],[26.29085447],[0.79467367],[11.43244901],0.2910387525792664,0.058298353664114205
FL,Jun,0.12264695356532891,-4.4041352480680756e-15,0.15499470681608293,0.15499470681608293,[0.69216686],[29.75219553],[0.87472372],[12.58407659],0.12264695356532894,0.4333243121420993
FL,Jul,0.3850446425134124,1.326331530997697e-15,0.1441324444502786,0.1441324444502786,[1.52102067],[26.14898963],[0.56935847],[8.19098688],0.3850446425134124,0.010783001595422016
FL,Aug,0.3900080434856846,-2.502663258036026e-15,0.14380658809974411,0.14380658809974411,[1.47950437],[25.91112593],[0.54553356],[7.84823356],0.3900080434856847,0.00972743541005777
FL,Sep,0.40492221978539505,-1.895850241004977e-15,0.14279765625630678,0.14279765625630678,[1.45713584],[24.47329072],[0.51386556],[7.39264681],0.40492221978539505,0.007071658896381153
FL,Oct,0.48895615440522605,8.544814860283815e-15,0.13623167847898401,0.13623167847898401,[2.24356267],[20.69046873],[0.62509553],[8.99283952],0.48895615440522616,0.0008775721052061479
FL,Nov,0.23652614222019896,4.834854402373215e-15,0.15174235095813948,0.15174235095813948,[1.33254539],[20.75392276],[0.85488889],[12.29872581],0.23652614222019896,0.1267455670419397
FL,Dec,0.29742133735283693,1.1113266980654972e-15,0.14910632546881092,0.14910632546881092,[2.6134036],[17.11404177],[1.31017838],[18.84867726],0.29742133735283693,0.05275318005268641
CA,Jan,0.14862914238607805,1.2427165395018308e-15,0.15443914090903715,0.15443914090903715,[1.27115863],[10.00068193],[1.32084895],[19.00218767],0.14862914238607808,0.3415006298724912
CA,Feb,0.1779407807737061,2.6656421121126063e-15,0.1536814156796728,0.1536814156796728,[1.72444105],[10.9799598],[1.48934123],[21.42617562],0.17794078077370612,0.2536238620017148
CA,Mar,0.18825480628142424,1.500395954719004e-15,0.15338140949391516,0.15338140949391516,[1.9394735],[13.48578116],[1.58019434],[22.73321974],0.18825480628142424,0.22668661334273177
CA,Apr,0.05249930024554796,2.5594186213530717e-16,0.15595839215869425,0.15595839215869425,[0.52075787],[19.06497374],[1.54700272],[22.25571362],0.052499300245547977,0.7381175269489499
CA,May,-0.009080682252206016,-1.905334278570945e-15,0.15616732280613305,0.15616732280613305,[-0.09372536],[24.53529955],[1.61186547],[23.18885147],-0.009080682252206021,0.9539139099099128
CA,Jun,0.24821666118352972,9.7794792952204e-16,0.15128623243592298,0.15128623243592298,[2.34159195],[26.397499],[1.4271831],[20.53194733],0.24821666118352972,0.10850853321290216
CA,Jul,0.47396392382066754,3.8336843517894336e-15,0.13751791004567243,0.13751791004567243,[2.95385268],[27.11274603],[0.85704339],[12.32972121],0.47396392382066765,0.0013246187401860319
CA,Aug,0.4617248811922963,4.695586257598167e-15,0.1385297479796888,0.1385297479796888,[2.22212545],[26.90913564],[0.66669675],[9.59132898],0.4617248811922963,0.0018289451584897502
CA,Sep,0.4184242637205318,5.6651963891658385e-15,0.14184508343912366,0.14184508343912366,[3.05453426],[24.29605361],[1.0354817],[14.89679614],0.41842426372053193,0.005233104181214484
CA,Oct,0.28748215125241183,2.790836445843063e-15,0.14958104196357705,0.14958104196357705,[2.55214346],[20.0843958],[1.32791645],[19.10386318],0.28748215125241183,0.061584899963932176
CA,Nov,0.3796502846090134,3.598997884497345e-15,0.14448104453241578,0.14448104453241578,[3.60671051],[11.32630276],[1.37258241],[19.746443],0.3796502846090136,0.012039900755446545
CA,Dec,0.06554564134716433,-8.035724485794602e-16,0.15583792150198314,0.15583792150198314,[0.49944091],[10.90901068],[1.18744484],[17.08299022],0.06554564134716434,0.6762426646290015
CT,Jan,0.2577317436149394,1.1412316038702239e-15,0.1508976674998901,0.1508976674998901,[2.77461119],[-3.03710092],[1.6244889],[23.37045653],0.25773174361493945,0.09520041087542717
CT,Feb,0.2156029492689552,9.673722909937994e-16,0.15250072916791113,0.15250072916791113,[2.43891724],[-1.01949582],[1.72510005],[24.81788312],0.21560294926895526,0.16497407309597747
CT,Mar,0.22967073758585493,1.1493735588752564e-15,0.1519989852579069,0.1519989852579069,[2.23630282],[3.3791986],[1.48001336],[21.29198164],0.22967073758585493,0.1384576839028596
CT,Apr,0.20106261485549917,9.607475231866485e-16,0.15298444245049717,0.15298444245049717,[1.2935468],[10.50134326],[0.98423338],[14.15952015],0.20106261485549923,0.19606145045947682
CT,May,0.05428260602044082,2.6086628519060895e-15,0.15594350123570233,0.15594350123570233,[0.37506705],[18.77889932],[1.0774956],[15.50122269],0.05428260602044084,0.7295524257303352
CT,Jun,0.3879698735565725,5.669886810403049e-15,0.1439409920776733,0.1439409920776733,[2.16697674],[18.848745],[0.80397166],[11.56621303],0.3879698735565725,0.01014964388609144
CT,Jul,0.37747385302528536,2.633103597739303e-16,0.1446200649205211,0.1446200649205211,[3.23741213],[22.85026123],[1.24033691],[17.84391375],0.37747385302528536,0.012581301686923702
CT,Aug,0.5509099743087563,9.4562309777768e-16,0.13033710515682628,0.13033710515682628,[4.27615107],[20.04395712],[1.01167373],[14.5542866],0.5509099743087564,0.00012909143763929363
CT,Sep,0.5484015606273123,3.722354796121199e-15,0.13059486116785723,0.13059486116785723,[3.88162319],[16.11810454],[0.92435922],[13.29815],0.5484015606273124,0.000140543553886984
CT,Oct,0.2925824947316134,-1.7386743090823496e-16,0.14933964266932145,0.14933964266932145,[2.05725308],[12.73804726],[1.05006091],[15.10653769],0.29258249473161346,0.05691620605073455
CT,Nov,0.21306880006320444,1.6939438629945761e-15,0.15258757472986484,0.15258757472986484,[1.76505107],[6.99357084],[1.26402769],[18.18473742],0.21306880006320453,0.1701174352405889
CT,Dec,0.19835479664409708,1.2042534708945402e-15,0.15307063367563503,0.15307063367563503,[2.25886589],[0.92863553],[1.7431695],[25.07783655],0.19835479664409714,0.20227904819475484
NJ,Jan,0.2788451325063664,1.3135936268998692e-15,0.14997929874042912,0.14997929874042912,[3.03116549],[-1.07053772],[1.63033893],[23.45461708],0.27884513250636644,0.07018227122902188
NJ,Feb,0.21125198499960468,9.186155629949894e-16,0.15264917524592667,0.15264917524592667,[2.49855566],[1.43860787],[1.80543847],[25.97365931],0.21125198499960468,0.17387542591770638
NJ,Mar,0.235192807115415,1.1752081646156308e-15,0.15179289030887202,0.15179289030887202,[2.28491471],[5.74539366],[1.47467863],[21.21523445],0.235192807115415,0.12896325436834177
